,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,3,3,3,1,2,2.9997,0.9999,-0.0001,13.9,0.511,4.95,146.04899999999998,5036.95
9,0,0,0,1,1,1,1,1,2.9973,0.9991,-0.0009,12.099,0.458,4.0495,166.5,2118.4295
8,0,0,0,0,0,0,1,1,2.9979,0.9993,-0.0007,12.3,0.464,4.15,176.7,3092.3500000000004
7,0,0,0,0,0,0,1,0,2.9985,0.9995,-0.0005,12.5,0.47,4.25,237.9,2444.1499999999996
6,0,0,0,0,0,0,0,0,2.9991000000000003,0.9997,-0.00030000000000000003,12.7,0.476,4.35,156.3,2768.25
5,0,0,0,0,0,0,0,0,3.0003,1.0001,0.0001,12.9,0.482,4.45,186.9,3416.45
4,0,0,0,0,0,0,0,0,3.0008999999999997,1.0003,0.00030000000000000003,13.1,0.488,4.55,197.1,3740.55
3,0,0,0,0,0,0,0,0,3.0015,1.0005,0.0005,13.3,0.4935,4.65,207.3,4064.6499999999996
2,0,0,0,0,0,0,0,0,3.0021,1.0007,0.0007,13.5,0.499,4.75,217.5,4388.75
1,0,0,0,0,0,0,0,0,3.0027,1.0009,0.0009,13.7,0.505,4.85,227.7,4712.85
