,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,14,7,6,7,9,13,14.399999999999999,0.774,0.005346,23.25,0.0523,1.2475,2.9205,142.75799999999998
9,4,6,3,6,5,6,3,2,4.792,0.5725,0.059550000000000006,5.7325,0.20850000000000002,1.75,26.55,721.0
8,4,4,2,5,4,4,3,2,17.6,0.894,0.01625,30.25,0.27149999999999996,3.75,38.349999999999994,2163.0
7,3,2,2,2,2,3,2,1,19.2,0.8140000000000001,0.0379,16.25,0.1775,2.75,8.850000000000001,432.59999999999997
6,2,2,1,1,2,1,2,1,6.4,0.854,0.1027,19.75,0.3025,4.75,14.75,1009.4
5,2,1,0,1,1,1,2,1,16.0,0.9345,0.0271,37.25,0.14650000000000002,5.75,20.65,1586.2
4,0,0,0,0,1,0,1,1,8.0,0.613,0.0487,9.25,0.24,2.25,56.05,1874.6
3,0,0,0,0,1,0,0,1,9.600000000000001,0.653,0.0704,12.75,0.33399999999999996,3.25,32.45,2739.8
2,0,0,0,0,0,0,0,0,11.2,0.6930000000000001,0.0812,26.75,0.0837,4.25,44.25,1297.8
1,0,0,0,0,0,0,0,0,12.8,0.7335,0.092,33.75,0.11515,5.25,50.150000000000006,2451.3999999999996
