,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,20,27,49,21,28,28,41,45,6.0,0.5015000000000001,0.0092565,16.799999999999997,0.021978,1.188,19.0575,323.235
9,14,13,3,18,12,9,10,5,14.0,0.4245,0.028050000000000002,5.544,0.0666,3.5999999999999996,57.75,979.5
8,7,10,2,7,7,7,2,4,10.0,0.5785,0.159,28.0,0.1109,10.8,173.25,1632.5
7,6,5,1,4,3,6,2,2,1.98,0.7335,0.04675,39.2,0.2445,6.0,365.75,6203.5
6,4,2,1,3,2,2,1,1,34.0,0.038214000000000005,0.08415,50.4,0.1555,8.4,96.25,2938.5
5,3,1,1,3,2,2,1,1,22.0,0.34750000000000003,0.10275000000000001,72.80000000000001,0.2,13.2,134.75,4244.5
4,2,0,1,1,1,2,1,0,18.0,0.11560000000000001,0.1775,84.0,0.28900000000000003,18.0,211.75,2285.5
3,1,0,0,1,1,1,0,0,26.0,0.193,0.06545000000000001,106.4,0.33299999999999996,15.600000000000001,250.25,3591.5
2,1,0,0,0,1,1,0,0,38.0,0.2705,0.1215,61.6,0.3775,22.8,288.75,4897.5
1,0,0,0,0,1,0,0,0,30.0,0.6559999999999999,0.1405,95.19999999999999,0.42200000000000004,20.4,327.25,5550.5
