,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,17,8,7,16,17,17,7.3,0.554,0.0104445,9.850000000000001,0.082,2.287,17.434,519.8294999999999
9,4,5,2,5,6,4,2,2,1.891,0.596,0.03165,3.9205,0.03394,12.7,84.0,2613.25
8,3,4,2,3,3,2,1,2,9.1,0.4275,0.07385,15.75,0.1295,23.1,117.2,3657.35
7,2,2,2,3,2,1,1,1,3.6999999999999997,0.6799999999999999,0.0952,27.55,0.225,4.9,150.4,1569.1499999999999
6,2,2,1,2,2,1,1,1,10.9,0.8069999999999999,0.1795,33.45,0.31999999999999995,20.5,183.6,5745.55
5,2,1,1,1,1,1,1,1,14.5,0.47,0.2005,21.65,0.177,25.7,216.8,7833.75
4,2,1,0,1,1,0,1,1,18.1,0.512,0.05275,39.349999999999994,0.27249999999999996,7.5,250.0,9921.95
3,1,1,0,1,1,0,1,0,12.7,0.638,0.11649999999999999,45.25,0.368,10.100000000000001,316.4,4701.45
2,1,1,0,1,1,0,0,0,16.3,0.722,0.1375,57.05,0.4155,15.3,50.800000000000004,6789.65
1,0,1,0,0,1,0,0,0,5.5,0.7645,0.1585,51.150000000000006,0.46299999999999997,17.9,283.20000000000005,8877.849999999999
