,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,7,4,4,2,3,3,6.1,0.885,0.014157,26.65,0.431,2.05,5.4155,148.5
9,1,1,1,2,2,2,2,1,1.2970000000000002,0.5615,0.27149999999999996,13.15,0.213,6.949999999999999,67.55,450.0
8,1,1,0,1,1,2,1,1,6.7,0.977,0.04285,2.3365,0.0385,7.65,33.05,1050.0
7,0,0,0,1,1,1,1,1,1.9000000000000001,0.608,0.07139999999999999,23.950000000000003,0.38749999999999996,1.3465,53.75,1350.0
6,0,0,0,0,0,1,1,1,2.5,0.654,0.09985,5.050000000000001,0.08224999999999999,6.25,60.65,1650.0
5,0,0,0,0,0,0,0,1,3.0999999999999996,0.7,0.1285,7.75,0.126,2.75,12.350000000000001,2850.0
4,0,0,0,0,0,0,0,0,3.7,0.746,0.157,10.45,0.16949999999999998,3.45,19.25,750.0
3,0,0,0,0,0,0,0,0,4.3,0.792,0.1855,15.85,0.2565,4.15,26.15,1950.0
2,0,0,0,0,0,0,0,0,4.9,0.8385,0.21450000000000002,18.549999999999997,0.30000000000000004,4.85,39.95,2250.0
1,0,0,0,0,0,0,0,0,5.5,0.931,0.243,21.25,0.344,5.550000000000001,46.849999999999994,2550.0
