,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,4,8,5,4,7,7,6,6.85,0.7205,0.005742,2.584,0.02475,1.5445,8.237,196.298
9,2,3,1,2,2,2,2,3,1.4455,0.49550000000000005,0.0174,21.799999999999997,0.225,9.25,121.7,1339.4
8,2,3,1,2,2,1,1,2,7.75,0.6455,0.028999999999999998,28.200000000000003,0.475,3.75,20.9,578.5999999999999
7,2,2,1,1,1,1,1,1,8.649999999999999,0.1203,0.0523,9.0,0.07500000000000001,7.05,33.5,2861.0
6,1,1,1,1,1,1,1,1,2.3499999999999996,0.7955,0.0639,12.2,0.175,8.149999999999999,58.7,3621.8
5,1,0,1,1,1,1,1,0,3.25,0.1955,0.1105,15.4,0.32499999999999996,11.45,71.3,959.0
4,1,0,0,1,1,0,0,0,4.15,0.2705,0.04065,31.4,0.375,2.6500000000000004,46.099999999999994,1719.8
3,1,0,0,0,1,0,0,0,9.55,0.34550000000000003,0.0755,5.800000000000001,0.42500000000000004,4.85,83.9,2100.2
2,0,0,0,0,0,0,0,0,5.05,0.4205,0.0871,18.6,0.125,5.95,96.5,2480.6000000000004
1,0,0,0,0,0,0,0,0,5.95,0.5705,0.09895,25.0,0.275,10.350000000000001,109.1,3241.3999999999996
