,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,24,31,66,30,25,58,44,57,15.25,0.5035000000000001,0.0086625,6.5145,0.016681500000000002,1.3465,3.9105000000000003,250.3215
9,23,24,4,29,21,5,13,8,5.4255,0.43200000000000005,0.04385,13.649999999999999,0.0842,2.05,11.850000000000001,758.55
8,12,8,2,4,13,4,5,4,10.350000000000001,0.5745,0.11399999999999999,42.05,0.05055,2.75,27.65,1769.9499999999998
7,5,4,1,3,5,3,4,3,20.15,0.0759,0.0263,20.75,0.15150000000000002,4.15,35.55,1264.25
6,4,4,1,3,4,2,3,1,49.55,0.6455,0.1315,27.85,0.219,6.949999999999999,43.45,2781.35
5,2,4,1,3,3,1,2,1,25.05,0.7165,0.16649999999999998,70.45,0.32,4.85,59.25,3792.75
4,2,0,0,1,2,1,2,1,29.95,0.1475,0.06135,34.95,0.11800000000000001,6.25,75.05,4804.15
3,2,0,0,1,2,1,1,0,34.849999999999994,0.2185,0.07885,56.25,0.2865,7.65,19.75,2275.65
2,1,0,0,1,0,0,1,0,39.75,0.2895,0.0963,63.35,0.185,3.45,67.15,3287.05
1,0,0,0,0,0,0,0,0,44.650000000000006,0.36050000000000004,0.14900000000000002,49.150000000000006,0.253,5.550000000000001,51.349999999999994,4298.45
