,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,7,2,1,1,2,2,5.999499999999999,0.9999,-0.0001,38.599999999999994,0.3015,10.594,59.849999999999994,986.2565
9,0,0,0,2,1,1,2,2,5.9945,0.9991,-0.0009,48.2,0.3185,11.8,89.55,2955.65
8,0,0,0,1,1,1,1,1,5.9955,0.9993,-0.0007,36.188,0.3355,14.2,49.9005,1206.0500000000002
7,0,0,0,1,1,1,1,1,5.997,0.9995,-0.0005,53.0,0.386,16.6,129.15,1643.4499999999998
6,0,0,0,1,1,1,1,1,5.9985,0.9997,-0.00030000000000000003,57.8,0.40249999999999997,17.799999999999997,139.05,1862.15
5,0,0,0,0,1,1,0,0,6.000500000000001,1.0001,0.0001,41.0,0.4365,19.0,69.75,1424.75
4,0,0,0,0,1,1,0,0,6.0015,1.0003,0.00030000000000000003,43.400000000000006,0.4535,21.4,79.65,2080.85
3,0,0,0,0,0,0,0,0,6.003,1.0005,0.0005,45.8,0.3525,13.0,99.45,2299.55
2,0,0,0,0,0,0,0,0,6.0045,1.0007,0.0007,50.599999999999994,0.3695,15.4,109.35,2518.25
1,0,0,0,0,0,0,0,0,6.0055,1.0009,0.0009,55.400000000000006,0.4195,20.200000000000003,119.25,2736.95
