,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,6,3,3,3,4,6,4.85,0.7435,0.0164835,2.089,0.2885,3.25,3.6134999999999997,142.164
9,2,2,2,3,3,2,2,1,2.75,0.6034999999999999,0.08335000000000001,13.1,0.478,1.4455,69.35,1005.2
8,2,2,1,3,2,1,1,1,6.949999999999999,0.8835,0.3165,21.9,0.0985,2.3499999999999996,10.95,1866.8000000000002
7,1,1,0,0,1,1,1,1,1.3465,0.5565,0.05,4.300000000000001,0.0511,7.75,25.549999999999997,2728.4
6,1,1,0,0,0,1,1,0,7.65,0.9764999999999999,0.1165,6.5,0.14600000000000002,8.649999999999999,62.05,430.79999999999995
5,0,0,0,0,0,1,0,0,2.05,0.65,0.15000000000000002,8.7,0.1935,9.55,18.25,718.0
4,0,0,0,0,0,0,0,0,3.45,0.6965,0.1835,10.9,0.241,4.15,32.85,1292.4
3,0,0,0,0,0,0,0,0,4.15,0.79,0.21650000000000003,15.299999999999999,0.33599999999999997,5.05,40.15,1579.6
2,0,0,0,0,0,0,0,0,5.550000000000001,0.8365,0.25,17.5,0.38349999999999995,5.95,47.45,2154.0
1,0,0,0,0,0,0,0,0,6.25,0.9299999999999999,0.2835,19.700000000000003,0.4305,6.85,54.75,2441.2
