,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,5,4,3,6,2,6,8.6,0.8885000000000001,0.0099,23.950000000000003,0.34099999999999997,4.75,16.5935,1551.1
9,3,3,5,2,3,2,2,3,7.8,0.8474999999999999,0.03,7.75,0.379,2.75,50.55,341.28700000000003
8,1,1,1,2,2,1,2,1,1.396,0.5205,0.19,26.65,0.3025,1.2475,61.85,745.9000000000001
7,1,1,0,1,1,1,1,1,4.6,0.6435,0.05,2.3365,0.03435,1.75,27.950000000000003,3966.7
6,0,0,0,1,1,1,1,0,2.2,0.5615,0.07,18.549999999999997,0.111,5.75,39.25,1148.5
5,0,0,0,1,1,0,1,0,3.0,0.6025,0.09,21.25,0.14950000000000002,2.25,73.15,1953.7
4,0,0,0,0,0,0,1,0,3.8,0.6845,0.11,5.050000000000001,0.07285,3.25,84.44999999999999,2356.3
3,0,0,0,0,0,0,1,0,5.4,0.725,0.13,10.45,0.188,3.75,118.35,2758.8999999999996
2,0,0,0,0,0,0,0,0,6.199999999999999,0.7655000000000001,0.15000000000000002,13.15,0.22599999999999998,4.25,95.75,3161.5
1,0,0,0,0,0,0,0,0,7.0,0.8065,0.16999999999999998,15.85,0.264,5.25,107.05000000000001,3564.1000000000004
