,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,7,22,10,8,13,17,17,4.699999999999999,0.41700000000000004,0.016285499999999998,4.3759999999999994,0.03058,1.693,9.009,178.101
9,6,6,2,5,6,4,4,3,10.1,0.496,0.0494,9.2,0.0746,3.0999999999999996,27.299999999999997,539.7
8,5,5,1,5,3,3,2,3,2.891,0.6154999999999999,0.08235,23.6,0.11825000000000001,4.5,45.5,899.5
7,5,4,1,3,3,3,2,2,8.3,0.536,0.1154,14.0,0.162,7.3,172.9,1619.1
6,3,3,1,2,3,2,1,1,6.5,0.5760000000000001,0.2475,18.799999999999997,0.20600000000000002,14.3,81.9,2338.7
5,1,1,1,2,2,1,1,1,11.9,0.4565,0.3125,33.2,0.33699999999999997,5.9,100.1,2698.5
4,1,1,0,1,2,1,1,1,15.5,0.6950000000000001,0.14850000000000002,47.6,0.381,8.7,154.7,3418.1
3,1,1,0,0,1,1,0,0,19.1,0.774,0.1815,28.4,0.42500000000000004,12.899999999999999,63.7,1259.3000000000002
2,0,0,0,0,0,0,0,0,13.7,0.655,0.21450000000000002,38.0,0.25,10.100000000000001,118.30000000000001,1978.9
1,0,0,0,0,0,0,0,0,17.299999999999997,0.7344999999999999,0.28,42.8,0.2935,11.5,136.5,3058.3
